"date","km2","type"
2010-03-01,0,"hot_wet"
2010-04-01,0,"hot_wet"
2010-05-01,0,"hot_wet"
2010-06-01,0,"hot_wet"
2010-07-01,0,"hot_wet"
2010-08-01,0,"hot_wet"
2010-09-01,0,"hot_wet"
2010-10-01,0,"hot_wet"
2010-11-01,0,"hot_wet"
2010-12-01,0,"hot_wet"
2011-01-01,0,"hot_wet"
2011-02-01,0,"hot_wet"
2011-03-01,0,"hot_wet"
2011-04-01,0,"hot_wet"
2011-05-01,0,"hot_wet"
2011-06-01,0,"hot_wet"
2011-07-01,0,"hot_wet"
2011-08-01,0,"hot_wet"
2011-09-01,0,"hot_wet"
2011-10-01,0,"hot_wet"
2011-11-01,0,"hot_wet"
2011-12-01,0,"hot_wet"
2012-01-01,0,"hot_wet"
2012-02-01,0,"hot_wet"
2012-03-01,0,"hot_wet"
2012-04-01,0,"hot_wet"
2012-05-01,0,"hot_wet"
2012-06-01,0,"hot_wet"
2012-07-01,0,"hot_wet"
2012-08-01,0,"hot_wet"
2012-09-01,0,"hot_wet"
2012-10-01,0,"hot_wet"
2012-11-01,0,"hot_wet"
2012-12-01,0,"hot_wet"
2013-01-01,0,"hot_wet"
2013-02-01,0,"hot_wet"
2013-03-01,0,"hot_wet"
2013-04-01,0,"hot_wet"
2013-05-01,0,"hot_wet"
2013-06-01,0,"hot_wet"
2013-07-01,0,"hot_wet"
2013-08-01,0,"hot_wet"
2013-09-01,0,"hot_wet"
2013-10-01,0,"hot_wet"
2013-11-01,0,"hot_wet"
2013-12-01,0,"hot_wet"
2014-01-01,0,"hot_wet"
2014-02-01,0,"hot_wet"
2014-03-01,0,"hot_wet"
2014-04-01,0,"hot_wet"
2014-05-01,0,"hot_wet"
2014-06-01,0,"hot_wet"
2014-07-01,0,"hot_wet"
2014-08-01,0,"hot_wet"
2014-09-01,9372.1186466217,"hot_wet"
2014-10-01,0,"hot_wet"
2014-11-01,0,"hot_wet"
2014-12-01,0,"hot_wet"
2015-01-01,0,"hot_wet"
2015-02-01,0,"hot_wet"
2015-03-01,0,"hot_wet"
2015-04-01,0,"hot_wet"
2015-05-01,0,"hot_wet"
2015-06-01,0,"hot_wet"
2015-07-01,0,"hot_wet"
2015-08-01,0,"hot_wet"
2015-09-01,0,"hot_wet"
2015-10-01,0,"hot_wet"
2015-11-01,28.0064144134521,"hot_wet"
2015-12-01,0,"hot_wet"
2016-01-01,0,"hot_wet"
2016-02-01,0,"hot_wet"
2016-03-01,0,"hot_wet"
2016-04-01,0,"hot_wet"
2016-05-01,611.993886947632,"hot_wet"
2016-06-01,0,"hot_wet"
2016-07-01,0,"hot_wet"
2016-08-01,0,"hot_wet"
2016-09-01,0,"hot_wet"
2016-10-01,0,"hot_wet"
2016-11-01,0,"hot_wet"
2016-12-01,0,"hot_wet"
2017-01-01,0,"hot_wet"
2017-02-01,0,"hot_wet"
2017-03-01,0,"hot_wet"
2017-04-01,0,"hot_wet"
2017-05-01,0,"hot_wet"
2017-06-01,0,"hot_wet"
2017-07-01,0,"hot_wet"
2017-08-01,0,"hot_wet"
2017-09-01,0,"hot_wet"
2017-10-01,0,"hot_wet"
2017-11-01,0,"hot_wet"
2017-12-01,0,"hot_wet"
2018-01-01,0,"hot_wet"
2018-02-01,0,"hot_wet"
2018-03-01,0,"hot_wet"
2018-04-01,0,"hot_wet"
2018-05-01,23551.6372947693,"hot_wet"
2018-06-01,0,"hot_wet"
2018-07-01,0,"hot_wet"
2018-08-01,0,"hot_wet"
2018-09-01,0,"hot_wet"
2018-10-01,0,"hot_wet"
2018-11-01,0,"hot_wet"
2018-12-01,0,"hot_wet"
2019-01-01,0,"hot_wet"
2019-02-01,0,"hot_wet"
2019-03-01,0,"hot_wet"
2019-04-01,0,"hot_wet"
2019-05-01,0,"hot_wet"
2019-06-01,0,"hot_wet"
2019-07-01,0,"hot_wet"
2019-08-01,0,"hot_wet"
2019-09-01,0,"hot_wet"
2019-10-01,0,"hot_wet"
2019-11-01,0,"hot_wet"
2019-12-01,0,"hot_wet"
2020-01-01,0,"hot_wet"
2020-02-01,0,"hot_wet"
2020-03-01,0,"hot_wet"
2020-04-01,0,"hot_wet"
2020-05-01,0,"hot_wet"
2020-06-01,0,"hot_wet"
2020-07-01,0,"hot_wet"
2020-08-01,1011.22617530823,"hot_wet"
2020-09-01,24417.4790058136,"hot_wet"
2020-10-01,20056.2988471985,"hot_wet"
2020-11-01,1417.12229728699,"hot_wet"
2020-12-01,0,"hot_wet"
2021-01-01,0,"hot_wet"
2021-02-01,0,"hot_wet"
2021-03-01,0,"hot_wet"
2021-04-01,0,"hot_wet"
2021-05-01,0,"hot_wet"
2021-06-01,25.2352333068848,"hot_wet"
2021-07-01,0,"hot_wet"
2021-08-01,45093.7459011078,"hot_wet"
2021-09-01,0,"hot_wet"
2021-10-01,0,"hot_wet"
2021-11-01,0,"hot_wet"
2021-12-01,0,"hot_wet"
2022-01-01,0,"hot_wet"
2022-02-01,0,"hot_wet"
2022-03-01,0,"hot_wet"
2022-04-01,0,"hot_wet"
2022-05-01,0,"hot_wet"
2022-06-01,0,"hot_wet"
2022-07-01,49.6302108764648,"hot_wet"
2022-08-01,0,"hot_wet"
2022-09-01,16939.9428062439,"hot_wet"
2022-10-01,3296.61308097839,"hot_wet"
2022-11-01,0,"hot_wet"
2022-12-01,0,"hot_wet"
2023-01-01,0,"hot_wet"
2023-02-01,0,"hot_wet"
2023-03-01,0,"hot_wet"
2023-04-01,0,"hot_wet"
2023-05-01,0,"hot_wet"
2023-06-01,3201.37656211853,"hot_wet"
2023-07-01,0,"hot_wet"
2023-08-01,0,"hot_wet"
2023-09-01,0,"hot_wet"
2023-10-01,0,"hot_wet"
2023-11-01,0,"hot_wet"
2023-12-01,0,"hot_wet"
2024-01-01,0,"hot_wet"
2024-02-01,0,"hot_wet"
2024-03-01,0,"hot_wet"
2024-04-01,0,"hot_wet"
2024-05-01,0,"hot_wet"
2024-06-01,0,"hot_wet"
2024-07-01,0,"hot_wet"
2024-08-01,0,"hot_wet"
2024-09-01,0,"hot_wet"
2024-10-01,0,"hot_wet"
2024-11-01,10125.9036121368,"hot_wet"
2024-12-01,0,"hot_wet"
2025-01-01,0,"hot_wet"
2025-02-01,0,"hot_wet"
2025-03-01,0,"hot_wet"
2025-04-01,0,"hot_wet"
2025-05-01,0,"hot_wet"
2025-06-01,0,"hot_wet"
2025-07-01,2053.17987632751,"hot_wet"
2025-08-01,2750.58626937866,"hot_wet"
2025-09-01,0,"hot_wet"
2025-10-01,0,"hot_wet"
2025-11-01,326.853170394897,"hot_wet"
2025-12-01,0,"hot_wet"
1985-01-01,0,"hot_only"
1985-02-01,0,"hot_only"
1985-03-01,6083.36779403687,"hot_only"
1985-04-01,6239.41316795349,"hot_only"
1985-05-01,57528.4422588348,"hot_only"
1985-06-01,352169.50075531,"hot_only"
1985-07-01,0,"hot_only"
1985-08-01,93828.437582016,"hot_only"
1985-09-01,0,"hot_only"
1985-10-01,0,"hot_only"
1985-11-01,0,"hot_only"
1985-12-01,0,"hot_only"
1986-01-01,0,"hot_only"
1986-02-01,0,"hot_only"
1986-03-01,40717.9358444214,"hot_only"
1986-04-01,0,"hot_only"
1986-05-01,0,"hot_only"
1986-06-01,0,"hot_only"
1986-07-01,974.075958251953,"hot_only"
1986-08-01,0,"hot_only"
1986-09-01,0,"hot_only"
1986-10-01,0,"hot_only"
1986-11-01,0,"hot_only"
1986-12-01,0,"hot_only"
1987-01-01,0,"hot_only"
1987-02-01,0,"hot_only"
1987-03-01,0,"hot_only"
1987-04-01,0,"hot_only"
1987-05-01,0,"hot_only"
1987-06-01,0,"hot_only"
1987-07-01,0,"hot_only"
1987-08-01,0,"hot_only"
1987-09-01,0,"hot_only"
1987-10-01,0,"hot_only"
1987-11-01,0,"hot_only"
1987-12-01,0,"hot_only"
1988-01-01,93582.7084312439,"hot_only"
1988-02-01,0,"hot_only"
1988-03-01,0,"hot_only"
1988-04-01,0,"hot_only"
1988-05-01,0,"hot_only"
1988-06-01,5567.99340057373,"hot_only"
1988-07-01,44892.1976089478,"hot_only"
1988-08-01,279704.732873917,"hot_only"
1988-09-01,52049.5502643585,"hot_only"
1988-10-01,1572.06762504578,"hot_only"
1988-11-01,55912.7182941437,"hot_only"
1988-12-01,73166.827545166,"hot_only"
1989-01-01,155018.528829575,"hot_only"
1989-02-01,0,"hot_only"
1989-03-01,0,"hot_only"
1989-04-01,0,"hot_only"
1989-05-01,46334.0580997467,"hot_only"
1989-06-01,21732.4654159546,"hot_only"
1989-07-01,1132.23816490173,"hot_only"
1989-08-01,0,"hot_only"
1989-09-01,10875.37940979,"hot_only"
1989-10-01,0,"hot_only"
1989-11-01,41657.9096794128,"hot_only"
1989-12-01,521.608171463013,"hot_only"
1990-01-01,0,"hot_only"
1990-02-01,0,"hot_only"
1990-03-01,0,"hot_only"
1990-04-01,0,"hot_only"
1990-05-01,0,"hot_only"
1990-06-01,0,"hot_only"
1990-07-01,0,"hot_only"
1990-08-01,0,"hot_only"
1990-09-01,0,"hot_only"
1990-10-01,0,"hot_only"
1990-11-01,0,"hot_only"
1990-12-01,0,"hot_only"
1991-01-01,258302.045957565,"hot_only"
1991-02-01,0,"hot_only"
1991-03-01,0,"hot_only"
1991-04-01,0,"hot_only"
1991-05-01,0,"hot_only"
1991-06-01,9071.58856964111,"hot_only"
1991-07-01,0,"hot_only"
1991-08-01,53.3598079681396,"hot_only"
1991-09-01,21453.1190757751,"hot_only"
1991-10-01,0,"hot_only"
1991-11-01,183305.108615875,"hot_only"
1991-12-01,0,"hot_only"
1992-01-01,0,"hot_only"
1992-02-01,0,"hot_only"
1992-03-01,0,"hot_only"
1992-04-01,0,"hot_only"
1992-05-01,0,"hot_only"
1992-06-01,0,"hot_only"
1992-07-01,6946.78596115112,"hot_only"
1992-08-01,0,"hot_only"
1992-09-01,0,"hot_only"
1992-10-01,0,"hot_only"
1992-11-01,0,"hot_only"
1992-12-01,0,"hot_only"
1993-01-01,0,"hot_only"
1993-02-01,0,"hot_only"
1993-03-01,0,"hot_only"
1993-04-01,0,"hot_only"
1993-05-01,0,"hot_only"
1993-06-01,40943.3072052002,"hot_only"
1993-07-01,0,"hot_only"
1993-08-01,0,"hot_only"
1993-09-01,0,"hot_only"
1993-10-01,0,"hot_only"
1993-11-01,0,"hot_only"
1993-12-01,43584.4772014618,"hot_only"
1994-01-01,0,"hot_only"
1994-02-01,13184.6264839172,"hot_only"
1994-03-01,0,"hot_only"
1994-04-01,0,"hot_only"
1994-05-01,0,"hot_only"
1994-06-01,0,"hot_only"
1994-07-01,0,"hot_only"
1994-08-01,0,"hot_only"
1994-09-01,0,"hot_only"
1994-10-01,0,"hot_only"
1994-11-01,0,"hot_only"
1994-12-01,893.110387802124,"hot_only"
1995-01-01,0,"hot_only"
1995-02-01,0,"hot_only"
1995-03-01,0,"hot_only"
1995-04-01,0,"hot_only"
1995-05-01,0,"hot_only"
1995-06-01,504.333341598511,"hot_only"
1995-07-01,0,"hot_only"
1995-08-01,0,"hot_only"
1995-09-01,0,"hot_only"
1995-10-01,0,"hot_only"
1995-11-01,3431.81417274475,"hot_only"
1995-12-01,0,"hot_only"
1996-01-01,0,"hot_only"
1996-02-01,0,"hot_only"
1996-03-01,0,"hot_only"
1996-04-01,0,"hot_only"
1996-05-01,0,"hot_only"
1996-06-01,51222.2301216125,"hot_only"
1996-07-01,0,"hot_only"
1996-08-01,0,"hot_only"
1996-09-01,0,"hot_only"
1996-10-01,0,"hot_only"
1996-11-01,8952.20825767517,"hot_only"
1996-12-01,0,"hot_only"
1997-01-01,0,"hot_only"
1997-02-01,0,"hot_only"
1997-03-01,0,"hot_only"
1997-04-01,0,"hot_only"
1997-05-01,0,"hot_only"
1997-06-01,0,"hot_only"
1997-07-01,0,"hot_only"
1997-08-01,0,"hot_only"
1997-09-01,0,"hot_only"
1997-10-01,0,"hot_only"
1997-11-01,0,"hot_only"
1997-12-01,0,"hot_only"
1998-01-01,0,"hot_only"
1998-02-01,0,"hot_only"
1998-03-01,0,"hot_only"
1998-04-01,0,"hot_only"
1998-05-01,0,"hot_only"
1998-06-01,0,"hot_only"
1998-07-01,7762.56172180176,"hot_only"
1998-08-01,0,"hot_only"
1998-09-01,0,"hot_only"
1998-10-01,0,"hot_only"
1998-11-01,0,"hot_only"
1998-12-01,0,"hot_only"
1999-01-01,0,"hot_only"
1999-02-01,0,"hot_only"
1999-03-01,0,"hot_only"
1999-04-01,0,"hot_only"
1999-05-01,0,"hot_only"
1999-06-01,0,"hot_only"
1999-07-01,0,"hot_only"
1999-08-01,4407.22082901001,"hot_only"
1999-09-01,0,"hot_only"
1999-10-01,0,"hot_only"
1999-11-01,0,"hot_only"
1999-12-01,345147.073020935,"hot_only"
2000-01-01,0,"hot_only"
2000-02-01,0,"hot_only"
2000-03-01,0,"hot_only"
2000-04-01,41369.1804714203,"hot_only"
2000-05-01,0,"hot_only"
2000-06-01,3404.91662216187,"hot_only"
2000-07-01,0,"hot_only"
2000-08-01,0,"hot_only"
2000-09-01,1987.73606681824,"hot_only"
2000-10-01,309.488140106201,"hot_only"
2000-11-01,54322.0456752777,"hot_only"
2000-12-01,76175.2494258881,"hot_only"
2001-01-01,0,"hot_only"
2001-02-01,0,"hot_only"
2001-03-01,0,"hot_only"
2001-04-01,9769.73575782776,"hot_only"
2001-05-01,285111.636211395,"hot_only"
2001-06-01,0,"hot_only"
2001-07-01,0,"hot_only"
2001-08-01,0,"hot_only"
2001-09-01,0,"hot_only"
2001-10-01,132327.286499023,"hot_only"
2001-11-01,0,"hot_only"
2001-12-01,231333.362743378,"hot_only"
2002-01-01,0,"hot_only"
2002-02-01,0,"hot_only"
2002-03-01,0,"hot_only"
2002-04-01,0,"hot_only"
2002-05-01,151820.193023682,"hot_only"
2002-06-01,0,"hot_only"
2002-07-01,0,"hot_only"
2002-08-01,0,"hot_only"
2002-09-01,6116.62389564514,"hot_only"
2002-10-01,16260.7731723785,"hot_only"
2002-11-01,0,"hot_only"
2002-12-01,16405.7131900787,"hot_only"
2003-01-01,0,"hot_only"
2003-02-01,0,"hot_only"
2003-03-01,0,"hot_only"
2003-04-01,7571.25537109375,"hot_only"
2003-05-01,66507.6808223724,"hot_only"
2003-06-01,34915.907327652,"hot_only"
2003-07-01,0,"hot_only"
2003-08-01,6775.31559181213,"hot_only"
2003-09-01,0,"hot_only"
2003-10-01,16851.7118968964,"hot_only"
2003-11-01,49.5351448059082,"hot_only"
2003-12-01,0,"hot_only"
2004-01-01,0,"hot_only"
2004-02-01,0,"hot_only"
2004-03-01,0,"hot_only"
2004-04-01,0,"hot_only"
2004-05-01,0,"hot_only"
2004-06-01,0,"hot_only"
2004-07-01,0,"hot_only"
2004-08-01,0,"hot_only"
2004-09-01,0,"hot_only"
2004-10-01,0,"hot_only"
2004-11-01,0,"hot_only"
2004-12-01,0,"hot_only"
2005-01-01,0,"hot_only"
2005-02-01,29931.118850708,"hot_only"
2005-03-01,101122.270992279,"hot_only"
2005-04-01,321.070558547974,"hot_only"
2005-05-01,0,"hot_only"
2005-06-01,0,"hot_only"
2005-07-01,0,"hot_only"
2005-08-01,0,"hot_only"
2005-09-01,4037.87022399902,"hot_only"
2005-10-01,0,"hot_only"
2005-11-01,0,"hot_only"
2005-12-01,926.149736404419,"hot_only"
2006-01-01,0,"hot_only"
2006-02-01,0,"hot_only"
2006-03-01,0,"hot_only"
2006-04-01,0,"hot_only"
2006-05-01,0,"hot_only"
2006-06-01,0,"hot_only"
2006-07-01,0,"hot_only"
2006-08-01,0,"hot_only"
2006-09-01,0,"hot_only"
2006-10-01,0,"hot_only"
2006-11-01,0,"hot_only"
2006-12-01,0,"hot_only"
2007-01-01,0,"hot_only"
2007-02-01,575605.59227562,"hot_only"
2007-03-01,0,"hot_only"
2007-04-01,0,"hot_only"
2007-05-01,234508.046415329,"hot_only"
2007-06-01,0,"hot_only"
2007-07-01,82.7160797119141,"hot_only"
2007-08-01,0,"hot_only"
2007-09-01,0,"hot_only"
2007-10-01,36769.8917064667,"hot_only"
2007-11-01,0,"hot_only"
2007-12-01,0,"hot_only"
2008-01-01,5592.10594367981,"hot_only"
2008-02-01,61003.1891422272,"hot_only"
2008-03-01,0,"hot_only"
2008-04-01,77129.0418739319,"hot_only"
2008-05-01,0,"hot_only"
2008-06-01,0,"hot_only"
2008-07-01,0,"hot_only"
2008-08-01,0,"hot_only"
2008-09-01,759.241205215454,"hot_only"
2008-10-01,0,"hot_only"
2008-11-01,126328.965694427,"hot_only"
2008-12-01,0,"hot_only"
2009-01-01,0,"hot_only"
2009-02-01,0,"hot_only"
2009-03-01,5973.24482727051,"hot_only"
2009-04-01,0,"hot_only"
2009-05-01,0,"hot_only"
2009-06-01,12530.086555481,"hot_only"
2009-07-01,0,"hot_only"
2009-08-01,0,"hot_only"
2009-09-01,0,"hot_only"
2009-10-01,0,"hot_only"
2009-11-01,0,"hot_only"
2009-12-01,27974.7530078888,"hot_only"
2010-01-01,0,"hot_only"
2010-02-01,759.883441925049,"hot_only"
2010-03-01,0,"hot_only"
2010-04-01,0,"hot_only"
2010-05-01,5388.30500221252,"hot_only"
2010-06-01,0,"hot_only"
2010-07-01,2719.39302635193,"hot_only"
2010-08-01,56757.1164169312,"hot_only"
2010-09-01,806.414552688599,"hot_only"
2010-10-01,0,"hot_only"
2010-11-01,0,"hot_only"
2010-12-01,0,"hot_only"
2011-01-01,186438.064294815,"hot_only"
2011-02-01,0,"hot_only"
2011-03-01,186718.679325104,"hot_only"
2011-04-01,320464.437969208,"hot_only"
2011-05-01,52540.6966915131,"hot_only"
2011-06-01,0,"hot_only"
2011-07-01,0,"hot_only"
2011-08-01,0,"hot_only"
2011-09-01,0,"hot_only"
2011-10-01,53.7056217193604,"hot_only"
2011-11-01,20276.5815219879,"hot_only"
2011-12-01,0,"hot_only"
2012-01-01,0,"hot_only"
2012-02-01,0,"hot_only"
2012-03-01,0,"hot_only"
2012-04-01,0,"hot_only"
2012-05-01,21148.4548149109,"hot_only"
2012-06-01,106.812696456909,"hot_only"
2012-07-01,0,"hot_only"
2012-08-01,0,"hot_only"
2012-09-01,0,"hot_only"
2012-10-01,0,"hot_only"
2012-11-01,146332.523363113,"hot_only"
2012-12-01,0,"hot_only"
2013-01-01,0,"hot_only"
2013-02-01,0,"hot_only"
2013-03-01,0,"hot_only"
2013-04-01,0,"hot_only"
2013-05-01,0,"hot_only"
2013-06-01,0,"hot_only"
2013-07-01,7531.5435962677,"hot_only"
2013-08-01,0,"hot_only"
2013-09-01,0,"hot_only"
2013-10-01,0,"hot_only"
2013-11-01,0,"hot_only"
2013-12-01,0,"hot_only"
2014-01-01,0,"hot_only"
2014-02-01,0,"hot_only"
2014-03-01,24.7039127349854,"hot_only"
2014-04-01,0,"hot_only"
2014-05-01,0,"hot_only"
2014-06-01,0,"hot_only"
2014-07-01,9054.41369628906,"hot_only"
2014-08-01,0,"hot_only"
2014-09-01,74244.3100509644,"hot_only"
2014-10-01,248465.040426254,"hot_only"
2014-11-01,0,"hot_only"
2014-12-01,0,"hot_only"
2015-01-01,156248.974443436,"hot_only"
2015-02-01,0,"hot_only"
2015-03-01,0,"hot_only"
2015-04-01,0,"hot_only"
2015-05-01,0,"hot_only"
2015-06-01,178831.339317322,"hot_only"
2015-07-01,20553.6412467957,"hot_only"
2015-08-01,77304.0974082947,"hot_only"
2015-09-01,0,"hot_only"
2015-10-01,0,"hot_only"
2015-11-01,11779.0494384766,"hot_only"
2015-12-01,0,"hot_only"
2016-01-01,0,"hot_only"
2016-02-01,0,"hot_only"
2016-03-01,0,"hot_only"
2016-04-01,613.316495895386,"hot_only"
2016-05-01,946.189796447754,"hot_only"
2016-06-01,24809.3970603943,"hot_only"
2016-07-01,0,"hot_only"
2016-08-01,0,"hot_only"
2016-09-01,0,"hot_only"
2016-10-01,19304.5672988892,"hot_only"
2016-11-01,530.499134063721,"hot_only"
2016-12-01,0,"hot_only"
2017-01-01,215651.331241608,"hot_only"
2017-02-01,21612.0011882782,"hot_only"
2017-03-01,0,"hot_only"
2017-04-01,0,"hot_only"
2017-05-01,117672.728874207,"hot_only"
2017-06-01,69317.3484897614,"hot_only"
2017-07-01,0,"hot_only"
2017-08-01,0,"hot_only"
2017-09-01,7053.15353393555,"hot_only"
2017-10-01,0,"hot_only"
2017-11-01,5705.22800064087,"hot_only"
2017-12-01,660659.663993835,"hot_only"
2018-01-01,0,"hot_only"
2018-02-01,0,"hot_only"
2018-03-01,0,"hot_only"
2018-04-01,224240.042999268,"hot_only"
2018-05-01,171880.313919067,"hot_only"
2018-06-01,85742.8156547546,"hot_only"
2018-07-01,0,"hot_only"
2018-08-01,0,"hot_only"
2018-09-01,0,"hot_only"
2018-10-01,253821.343317032,"hot_only"
2018-11-01,0,"hot_only"
2018-12-01,0,"hot_only"
2019-01-01,66417.2390594482,"hot_only"
2019-02-01,57053.8581390381,"hot_only"
2019-03-01,199109.029178619,"hot_only"
2019-04-01,73399.3152446747,"hot_only"
2019-05-01,71289.8687953949,"hot_only"
2019-06-01,142770.104478836,"hot_only"
2019-07-01,20953.2584476471,"hot_only"
2019-08-01,40133.6967029572,"hot_only"
2019-09-01,0,"hot_only"
2019-10-01,281.426008224487,"hot_only"
2019-11-01,79428.5016326904,"hot_only"
2019-12-01,0,"hot_only"
2020-01-01,100702.604585648,"hot_only"
2020-02-01,0,"hot_only"
2020-03-01,0,"hot_only"
2020-04-01,77386.9982852936,"hot_only"
2020-05-01,0,"hot_only"
2020-06-01,170248.25868988,"hot_only"
2020-07-01,271505.311616898,"hot_only"
2020-08-01,225097.042917252,"hot_only"
2020-09-01,743621.416353226,"hot_only"
2020-10-01,45029.1824359894,"hot_only"
2020-11-01,27750.2043781281,"hot_only"
2020-12-01,0,"hot_only"
2021-01-01,0,"hot_only"
2021-02-01,760.194414138794,"hot_only"
2021-03-01,0,"hot_only"
2021-04-01,3258.54796409607,"hot_only"
2021-05-01,0,"hot_only"
2021-06-01,27898.6489162445,"hot_only"
2021-07-01,117425.310506821,"hot_only"
2021-08-01,240719.790266037,"hot_only"
2021-09-01,33582.0540103912,"hot_only"
2021-10-01,56395.6669101715,"hot_only"
2021-11-01,19089.5959758759,"hot_only"
2021-12-01,0,"hot_only"
2022-01-01,13041.9731349945,"hot_only"
2022-02-01,119436.67181778,"hot_only"
2022-03-01,13139.9160022736,"hot_only"
2022-04-01,693.750791549683,"hot_only"
2022-05-01,663.446138381958,"hot_only"
2022-06-01,87753.2842674255,"hot_only"
2022-07-01,15444.417219162,"hot_only"
2022-08-01,98703.1808643341,"hot_only"
2022-09-01,375753.151403427,"hot_only"
2022-10-01,22141.3707675934,"hot_only"
2022-11-01,0,"hot_only"
2022-12-01,3690.9799156189,"hot_only"
2023-01-01,10821.1255493164,"hot_only"
2023-02-01,0,"hot_only"
2023-03-01,372413.473257065,"hot_only"
2023-04-01,539700.464111328,"hot_only"
2023-05-01,84572.9788951874,"hot_only"
2023-06-01,14092.9906864166,"hot_only"
2023-07-01,96399.5379695892,"hot_only"
2023-08-01,14972.1171741486,"hot_only"
2023-09-01,2083.49911880493,"hot_only"
2023-10-01,5880.78521347046,"hot_only"
2023-11-01,15098.1479110718,"hot_only"
2023-12-01,1996.9383354187,"hot_only"
2024-01-01,0,"hot_only"
2024-02-01,490886.942153931,"hot_only"
2024-03-01,0,"hot_only"
2024-04-01,0,"hot_only"
2024-05-01,0,"hot_only"
2024-06-01,59630.6573619843,"hot_only"
2024-07-01,2567.82003593445,"hot_only"
2024-08-01,19025.7421989441,"hot_only"
2024-09-01,53965.7563438416,"hot_only"
2024-10-01,9187.37131500244,"hot_only"
2024-11-01,106037.811754227,"hot_only"
2024-12-01,70895.354434967,"hot_only"
2025-01-01,278614.3730793,"hot_only"
2025-02-01,0,"hot_only"
2025-03-01,0,"hot_only"
2025-04-01,0,"hot_only"
2025-05-01,45887.9839515686,"hot_only"
2025-06-01,39443.1495170593,"hot_only"
2025-07-01,576985.059698105,"hot_only"
2025-08-01,111806.128656387,"hot_only"
2025-09-01,69465.60338974,"hot_only"
2025-10-01,710796.941364288,"hot_only"
2025-11-01,634435.16400528,"hot_only"
2025-12-01,0,"hot_only"
1985-01-01,52011.7965297699,"dry_only"
1985-02-01,11924.8436355591,"dry_only"
1985-03-01,0,"dry_only"
1985-04-01,0,"dry_only"
1985-05-01,198830.556472778,"dry_only"
1985-06-01,16470.1950283051,"dry_only"
1985-07-01,0,"dry_only"
1985-08-01,0,"dry_only"
1985-09-01,0,"dry_only"
1985-10-01,51423.7292079926,"dry_only"
1985-11-01,0,"dry_only"
1985-12-01,0,"dry_only"
1986-01-01,478.460535049438,"dry_only"
1986-02-01,342941.31137085,"dry_only"
1986-03-01,176036.085849762,"dry_only"
1986-04-01,12230.9655685425,"dry_only"
1986-05-01,27032.4683837891,"dry_only"
1986-06-01,291802.902238846,"dry_only"
1986-07-01,130.899410247803,"dry_only"
1986-08-01,0,"dry_only"
1986-09-01,316460.225898743,"dry_only"
1986-10-01,0,"dry_only"
1986-11-01,0,"dry_only"
1986-12-01,0,"dry_only"
1987-01-01,96088.5175418854,"dry_only"
1987-02-01,49.7249717712402,"dry_only"
1987-03-01,0,"dry_only"
1987-04-01,0,"dry_only"
1987-05-01,682.341066360474,"dry_only"
1987-06-01,0,"dry_only"
1987-07-01,419.104106903076,"dry_only"
1987-08-01,0,"dry_only"
1987-09-01,77512.8294219971,"dry_only"
1987-10-01,45461.2301864624,"dry_only"
1987-11-01,0,"dry_only"
1987-12-01,0,"dry_only"
1988-01-01,131845.433280945,"dry_only"
1988-02-01,0,"dry_only"
1988-03-01,0,"dry_only"
1988-04-01,84345.2990493774,"dry_only"
1988-05-01,0,"dry_only"
1988-06-01,0,"dry_only"
1988-07-01,339475.126768112,"dry_only"
1988-08-01,132769.672105789,"dry_only"
1988-09-01,186606.691495895,"dry_only"
1988-10-01,0,"dry_only"
1988-11-01,145394.149471283,"dry_only"
1988-12-01,1083.4992275238,"dry_only"
1989-01-01,0,"dry_only"
1989-02-01,17704.8884830475,"dry_only"
1989-03-01,0,"dry_only"
1989-04-01,160921.225418091,"dry_only"
1989-05-01,262192.175722122,"dry_only"
1989-06-01,40856.1999568939,"dry_only"
1989-07-01,8412.50906944275,"dry_only"
1989-08-01,0,"dry_only"
1989-09-01,35810.7385425568,"dry_only"
1989-10-01,0,"dry_only"
1989-11-01,26325.3701305389,"dry_only"
1989-12-01,0,"dry_only"
1990-01-01,2169.28313064575,"dry_only"
1990-02-01,71155.4758987427,"dry_only"
1990-03-01,5336.07555389404,"dry_only"
1990-04-01,41022.9494113922,"dry_only"
1990-05-01,95319.3395290375,"dry_only"
1990-06-01,17201.5670967102,"dry_only"
1990-07-01,0,"dry_only"
1990-08-01,0,"dry_only"
1990-09-01,20269.6828994751,"dry_only"
1990-10-01,105.032569885254,"dry_only"
1990-11-01,0,"dry_only"
1990-12-01,0,"dry_only"
1991-01-01,0,"dry_only"
1991-02-01,0,"dry_only"
1991-03-01,0,"dry_only"
1991-04-01,0,"dry_only"
1991-05-01,109279.808732986,"dry_only"
1991-06-01,16369.1689758301,"dry_only"
1991-07-01,198836.256757736,"dry_only"
1991-08-01,0,"dry_only"
1991-09-01,49227.5800971985,"dry_only"
1991-10-01,0,"dry_only"
1991-11-01,0,"dry_only"
1991-12-01,0,"dry_only"
1992-01-01,12419.8492221832,"dry_only"
1992-02-01,0,"dry_only"
1992-03-01,0,"dry_only"
1992-04-01,0,"dry_only"
1992-05-01,0,"dry_only"
1992-06-01,32947.2932395935,"dry_only"
1992-07-01,350104.945009232,"dry_only"
1992-08-01,210765.338153839,"dry_only"
1992-09-01,0,"dry_only"
